"listeners_cum","artist_count","released_weekday","years_since_release","released_month","in_spotify_playlists","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","liveness_.","speechiness_.","streams"
6214366.5,4,"Freitag",2,"January",12043,1e-04,209,54,710,1e-04,18,123,"D","Major",82,80,86,30,13,20.576801542858
21788954,1,"Freitag",2,"April",4731,1e-04,141,12,78,1e-04,1e-04,81,"F#","Major",79,44,54,13,24,20.4968699337148
32423945.5,2,"Sonntag",21,"May",22923,1e-04,78,46,2515,1,1e-04,171,"C#","Major",55,10,85,8,20,21.2513685603702
57664032,1,"Freitag",4,"September",9974,2,272,67,1066,1,19,91,"B","Major",77,60,32,8,5,21.2883341607538
12687524.5,8,"Donnerstag",2,"August",1560,1e-04,72,1e-04,1e-04,1e-04,1e-04,84,"G","Minor",56,61,76,14,11,19.2241159828664
32532563.5,2,"Freitag",1,"January",620,1e-04,17,3,3,1e-04,1e-04,115,"F","Minor",90,74,54,13,28,17.8217156707986
36109459.5,2,"Mittwoch",2,"December",3270,1e-04,89,21,65,1e-04,1e-04,125,"Keine Angabe","Major",69,70,89,49,3,19.24000936794
5230219,2,"Donnerstag",2,"October",580,1e-04,24,92,93,1e-04,1e-04,122,"F#","Minor",80,62,69,13,7,19.3696943467309
21262940.5,2,"Donnerstag",2,"April",3406,16,61,23,70,1,1e-04,92,"D","Major",85,92,54,29,7,20.2060063770393
26198392.6666667,3,"Donnerstag",2,"November",903,1e-04,30,26,15,1e-04,1e-04,90,"F#","Minor",63,75,75,11,8,18.9923940269374
42002960,2,"Donnerstag",1,"February",6809,28,151,102,175,5,29,94,"E","Minor",84,90,70,14,8,20.3900164900323
25652844,2,"Freitag",24,"January",33966,1e-04,141,78,6591,1,1e-04,93,"B","Major",81,53,78,6,24,20.914381517665
37734115,1,"Freitag",1,"February",590,5,4,113,20,1e-04,1,130,"D","Minor",51,50,76,10,7,19.3223721828758
13509062,1,"Freitag",1,"February",3766,1e-04,76,1e-04,102,1e-04,2,180,"G","Minor",35,23,61,19,6,20.0227140377366
91016870,2,"Freitag",1,"February",1430,1e-04,46,1,34,1e-04,1e-04,134,"Keine Angabe","Major",53,31,31,28,3,18.8045093213911
25652844,2,"Freitag",24,"January",31762,1e-04,142,40,5451,1,953,95,"D#","Minor",92,31,89,8,25,20.5528440490219
38817037,1,"Mittwoch",1,"January",4049,1e-04,119,6,85,1,1,184,"F#","Major",69,91,63,9,31,20.0307991088262
30801525.6666667,3,"Freitag",1,"February",2096,1e-04,34,3,30,1e-04,1e-04,147,"G#","Minor",47,50,80,32,38,18.4907241354499
3982112.5,2,"Mittwoch",1,"February",1175,1e-04,34,1,31,1e-04,1e-04,123,"G","Major",52,44,60,26,3,18.7213714757006
28630629,1,"Sonntag",11,"January",29499,11,124,27,587,1e-04,4,123,"A#","Minor",91,49,61,17,22,20.5275425479721
30995071,1,"Dienstag",21,"January",30427,7,235,106,5221,1,35,90,"F#","Minor",90,79,71,7,37,20.9078537195163
47944119,1,"Freitag",1,"February",2711,1e-04,105,12,51,1e-04,12,160,"D","Minor",61,65,64,12,4,19.6538153416252
3660497,1,"Freitag",10,"August",4310,1e-04,13,1e-04,113,1,3,115,"C#","Major",60,37,71,48,4,19.29935266646
20888047.5,2,"Sonntag",4,"August",5342,1e-04,33,123,7,1e-04,4,141,"D#","Major",37,17,67,34,9,19.8704306102722
6104027,1,"Freitag",7,"August",2393,1e-04,22,13,65,1e-04,6,160,"A","Major",31,30,88,8,8,19.8584654941604
29200222,1,"Freitag",4,"October",3444,7,24,85,102,1e-04,1,145,"B","Major",57,23,66,15,4,20.1342547367292
29200222,1,"Freitag",4,"June",5443,1e-04,45,1,80,1e-04,12,89,"Keine Angabe","Minor",46,43,43,8,22,19.9633953631715
10385824.6666667,3,"Freitag",3,"July",272,4,7,21,2,1e-04,1e-04,95,"F","Minor",84,49,72,15,8,19.6069926008078
28619719,1,"Freitag",2,"December",975,1e-04,11,1e-04,10,1e-04,1e-04,160,"D","Major",60,47,62,38,4,19.0380723157506
7283323.16666667,7,"Freitag",1,"January",1034,1,19,5,12,1e-04,1e-04,174,"F","Minor",67,74,75,7,30,19.3184007707625
15022131.6666667,3,"Donnerstag",28,"December",18773,1e-04,128,17,1663,1e-04,1e-04,92,"G","Major",77,76,84,38,4,20.1774952587286
42361133,2,"Freitag",24,"January",19067,1e-04,78,15,1674,1e-04,3,134,"G#","Major",93,61,74,17,8,20.3302817197199
4072000,2,"Freitag",2,"November",3541,2,57,13,50,1,7,172,"B","Minor",31,4,86,28,17,19.3483907945153
22441048,1,"Freitag",2,"December",1492,1e-04,44,63,91,1e-04,24,80,"A","Major",76,92,62,8,13,19.2622312398361
50179219,1,"Donnerstag",6,"March",33206,1,284,114,1481,1e-04,5,150,"C#","Minor",91,42,60,9,12,21.3806667990994
35372716.5,2,"Sonntag",24,"November",17115,1e-04,83,63,4180,1e-04,1e-04,80,"F#","Minor",78,53,74,45,21,20.6387046205875
40.5,2,"Donnerstag",3,"January",6955,1e-04,65,45,398,1e-04,1,166,"A#","Minor",81,83,75,29,34,20.889539577759
14449960,1,"Mittwoch",6,"October",2742,1e-04,5,1,62,1e-04,1e-04,120,"G#","Major",67,8,54,8,4,20.02803706137
83335265,1,"Samstag",3,"February",4214,11,21,20,40,1e-04,1e-04,92,"Keine Angabe","Major",86,89,79,11,6,20.3450342082518
20950910,1,"Freitag",1,"January",2026,1e-04,47,3,42,12,6,85,"G#","Minor",74,61,52,26,9,19.3712364371942
7082261.5,2,"Samstag",1,"January",352,1e-04,10,1e-04,39,1e-04,1e-04,154,"D","Minor",79,86,52,9,7,18.7793291054212
23766547.5,2,"Freitag",2,"October",1517,1e-04,42,7,15,1e-04,4,92,"D","Minor",73,37,74,14,6,19.1615150567561
40734429,2,"Freitag",1,"February",847,1e-04,25,1e-04,14,1e-04,1e-04,140,"B","Major",89,75,70,13,5,17.9854969736757
49705972,1,"Freitag",1,"February",910,1e-04,20,3,24,1e-04,1e-04,89,"C#","Major",65,60,60,10,40,17.742355572683
6175385,1,"Freitag",1,"January",601,1e-04,28,73,64,1e-04,1e-04,135,"F","Minor",89,89,86,8,5,18.8532390865421
5668101,1,"Freitag",2,"November",1800,1e-04,43,36,46,13,4,140,"G#","Minor",51,66,53,11,18,19.0158194992155
5576641,1,"Freitag",8,"July",1930,1e-04,3,1e-04,28,1e-04,1,82,"D#","Major",47,44,76,9,3,19.7291990572084
74886858,1,"Mittwoch",9,"January",33032,1e-04,363,129,3895,1e-04,28,79,"D","Major",78,58,45,18,3,21.5476895350598
29200222,1,"Freitag",4,"October",6332,1e-04,47,116,266,1e-04,1e-04,88,"F","Major",31,31,63,21,12,20.1503925747726
8646812,1,"Freitag",2,"December",509,9,8,106,6,1e-04,8,139,"F","Major",44,18,38,12,4,19.5763730739449
6216783,2,"Freitag",1,"January",971,2,35,104,93,1,1e-04,124,"Keine Angabe","Minor",73,68,83,90,7,19.4912696807714
29200222,1,"Freitag",4,"October",2578,1e-04,8,67,66,1e-04,1e-04,80,"G#","Minor",39,45,55,9,21,19.1320620183813
40734429,2,"Freitag",1,"February",1064,1e-04,42,1,26,1e-04,1e-04,120,"C#","Minor",84,54,51,12,40,18.2142805495468
29200222,1,"Freitag",4,"October",3618,1e-04,21,86,138,1e-04,2,80,"E","Minor",56,19,46,11,3,19.4605445399809
42361133,2,"Freitag",1,"February",1040,1e-04,8,1e-04,29,1e-04,1e-04,117,"C#","Major",92,62,86,24,24,17.9866300791955
41455752.5,2,"Mittwoch",4,"June",15010,2,453,50,1785,1,8,117,"A","Minor",76,77,52,8,3,21.6334632091539
30976,2,"Donnerstag",4,"May",4708,1e-04,13,7,55,1e-04,1,140,"F","Minor",62,46,73,67,11,19.9498578054214
55713835,1,"Freitag",4,"December",13454,1,246,71,519,2,5,99,"G#","Major",68,57,77,10,5,21.0873472421112
66353440.5,2,"Samstag",3,"February",4890,20,52,42,100,1e-04,1e-04,93,"C#","Major",74,59,87,8,5,20.4477873739497
28753448,1,"Dienstag",32,"September",9514,1e-04,45,27,1197,1e-04,43,106,"G#","Major",44,8,20,11,3,19.7253497302248
44599254,2,"Freitag",1,"March",3501,1e-04,69,2,51,11,1e-04,124,"G","Major",81,68,63,10,22,19.5180738630685
56581578.5,2,"Freitag",1,"March",6111,4,185,40,492,9,35,95,"G#","Major",76,96,70,33,4,20.4447522544763
15069516,1,"Freitag",1,"January",5415,32,46,16,53,1,2,96,"A#","Minor",87,82,53,5,8,20.3412366916872
21600638,1,"Donnerstag",2,"November",4673,2,123,113,180,1,4,92,"E","Minor",81,40,73,9,8,20.1184794083933
24156727,1,"Donnerstag",1,"March",1856,3,29,40,31,1,1,124,"G","Major",95,36,37,10,28,19.2512972844056
9794732,1,"Donnerstag",1,"March",200,2,12,4,1e-04,1e-04,1e-04,72,"F#","Major",64,76,44,12,4,19.1271264458948
29200222,1,"Freitag",1,"February",1888,1e-04,26,1,58,1e-04,1e-04,71,"Keine Angabe","Minor",28,26,20,30,3,18.6188197182204
7702662,2,"Dienstag",1,"February",911,2,45,1e-04,99,1,1,135,"A","Minor",78,55,57,10,8,19.1538465836451
9862286,1,"Dienstag",19,"May",2954,2,18,82,1e-04,1e-04,5,95,"A#","Major",81,56,70,5,24,20.0827738920109
22561250.5,2,"Donnerstag",1,"March",461,1e-04,7,11,13,1e-04,1e-04,71,"C#","Minor",59,70,74,11,40,18.3653423000208
22441048,1,"Freitag",2,"April",2844,2,29,2,35,1,1e-04,180,"A#","Minor",80,71,68,10,37,19.7919384566842
39056503,1,"Freitag",1,"February",2939,1e-04,42,1e-04,24,1e-04,1e-04,150,"E","Minor",65,11,58,12,9,19.0804980800706
15371960,1,"Freitag",1,"February",695,11,16,41,13,1,1,189,"G#","Major",55,86,44,7,4,19.5181197045402
3440581,1,"Dienstag",1,"February",328,1e-04,10,21,7,1e-04,9,85,"Keine Angabe","Major",72,55,64,7,4,19.024877845818
18470817,1,"Freitag",1,"February",866,16,27,84,32,7,11,140,"G","Major",59,73,45,34,3,19.5830723343739
5057701.5,2,"Dienstag",10,"July",1550,1e-04,1e-04,1e-04,14,1e-04,1e-04,81,"Keine Angabe","Major",77,68,70,17,20,18.5076982067568
47595663,2,"Freitag",1,"February",1729,1e-04,26,1,19,1e-04,1e-04,104,"D","Minor",80,24,65,9,4,18.8475216138805
23659368,1,"Freitag",2,"September",2005,1e-04,16,5,43,1e-04,7,129,"B","Major",42,33,44,8,6,19.6623187445499
83335265,1,"Samstag",3,"February",1188,1e-04,13,1,15,1e-04,1,94,"C#","Minor",76,81,80,25,4,19.5605083513786
47227477,1,"Freitag",48,"October",40112,3,321,162,5691,8,17,71,"Keine Angabe","Minor",41,23,40,30,5,21.5103634910562
35946623,1,"Freitag",5,"March",3659,1e-04,11,10,267,1e-04,7,146,"A","Minor",59,23,46,15,6,20.9062609118761
66869858,1,"Freitag",3,"March",9833,1e-04,233,82,531,1,1,103,"F#","Minor",69,90,88,29,8,20.4966112202998
34956247,1,"Dienstag",10,"January",50887,34,315,160,6284,1,46,124,"D","Major",53,66,78,16,5,21.4016410964314
57679764,1,"Freitag",2,"May",3257,1e-04,10,1e-04,70,1e-04,1e-04,164,"A#","Minor",70,71,58,7,13,20.3164481515178
26521739,1,"Freitag",2,"September",1473,1e-04,2,1e-04,12,1e-04,10,138,"D","Major",69,35,57,10,9,19.3906223030484
9222944,1,"Donnerstag",3,"October",2226,1e-04,36,2,11,1e-04,14,126,"A","Minor",67,37,46,10,39,19.6429063075021
51832347.5,2,"Mittwoch",6,"February",23375,21,336,188,2692,3,30,103,"B","Minor",61,47,65,17,4,21.5135763555155
39496723,2,"Dienstag",7,"May",28032,1e-04,315,159,2179,1e-04,44,95,"G#","Major",75,64,52,11,3,21.6753962897788
3602504,1,"Dienstag",1,"February",290,1e-04,9,66,10,1e-04,1e-04,200,"B","Minor",39,28,77,6,29,18.724070918148
11400306,2,"Samstag",12,"January",42798,1e-04,217,136,6508,1,2,129,"Keine Angabe","Major",86,75,52,10,4,21.0997409642568
4117540,2,"Freitag",4,"June",2605,1e-04,15,48,50,1e-04,3,98,"F#","Minor",68,33,43,36,14,19.2830313004856
39056503,1,"Freitag",1,"April",8737,1e-04,163,32,137,15,12,107,"G#","Major",91,32,56,11,10,20.3587391457012
13128082,1,"Mittwoch",1,"March",1105,1e-04,32,1e-04,19,1e-04,1e-04,174,"Keine Angabe","Major",58,56,83,7,4,19.2989002652619
17731695,1,"Donnerstag",1,"February",2499,21,68,24,43,1,1e-04,92,"G#","Major",45,27,67,13,14,19.8590103933642
66353440.5,2,"Freitag",1,"March",2697,1,55,3,32,1e-04,1e-04,90,"G","Major",81,59,83,11,5,19.672718566736
44635206,1,"Donnerstag",1,"March",2092,1e-04,75,11,44,1e-04,14,147,"F","Major",60,58,69,58,4,19.3572463484601
16414338,1,"Freitag",1,"April",1185,1e-04,21,1e-04,31,1e-04,1e-04,143,"C#","Major",68,41,55,10,12,19.0676862796671
13593329,1,"Sonntag",8,"January",11985,1e-04,79,80,250,3,10,101,"D#","Minor",76,63,71,10,3,20.6444318101071
9099068,1,"Dienstag",1,"April",753,8,28,124,13,1e-04,1,118,"C#","Minor",70,54,71,33,4,19.5383472197745
17774386.3333333,3,"Freitag",1,"March",2995,1e-04,49,17,30,1e-04,1e-04,98,"G","Minor",83,63,74,16,6,19.4250024445225
13128082,1,"Mittwoch",1,"April",225,1e-04,11,1e-04,7,1e-04,1e-04,138,"C#","Minor",72,22,46,9,6,18.3104920580832
30332019,1,"Donnerstag",8,"January",9243,1e-04,155,5,577,1e-04,6,114,"F","Minor",59,30,62,8,4,20.3337575218555
25934814,2,"Donnerstag",1,"April",918,1e-04,24,1e-04,52,1e-04,1e-04,180,"G","Minor",63,45,64,9,8,18.1393280519781
32145039,1,"Donnerstag",2,"September",1959,9,52,25,32,1e-04,10,145,"B","Major",56,41,57,13,3,19.8288425794957
2243428,3,"Sonntag",1,"January",540,4,26,3,39,1e-04,1e-04,115,"G#","Minor",78,63,64,7,4,19.0507421662702
26285807.3333333,3,"Donnerstag",1,"March",859,1e-04,14,1e-04,11,1e-04,1e-04,82,"A#","Major",79,48,84,21,23,19.0001685405305
29946594,1,"Freitag",1,"April",1116,1e-04,31,9,15,1e-04,1,166,"D","Major",70,22,61,10,34,18.4383246409052
8974277.33333333,3,"Mittwoch",1,"March",273,2,12,2,4,1e-04,1e-04,92,"Keine Angabe","Major",86,91,79,60,16,18.5894217849043
38817037,1,"Freitag",1,"April",686,2,11,6,12,1e-04,15,108,"F#","Major",71,55,44,11,6,18.8016012835111
10694342,1,"Freitag",1,"March",226,1e-04,5,1e-04,4,1e-04,1,84,"E","Minor",71,63,45,11,3,18.6553100091919
49371616,1,"Freitag",1,"March",1264,1e-04,20,4,52,1e-04,1,95,"D#","Minor",69,90,91,35,4,18.8780467158404
1522290.75,4,"Donnerstag",1,"March",870,1e-04,32,1e-04,49,1e-04,1e-04,135,"D#","Minor",93,77,45,13,27,18.9876456380746
55713835,1,"Freitag",4,"December",7556,1e-04,124,24,254,1e-04,8,110,"E","Major",57,6,27,9,3,20.7461882289864
63335301,2,"Sonntag",27,"November",1370,1e-04,46,8,60,1e-04,1e-04,88,"G","Major",89,59,64,19,7,18.4877140287027
6056452,1,"Mittwoch",1,"March",315,2,27,2,31,1e-04,1e-04,119,"C#","Minor",87,28,50,10,10,18.7513778508535
8517642,1,"Freitag",1,"March",651,1e-04,6,188,20,1e-04,1e-04,120,"C#","Major",58,71,80,7,41,19.1732046621627
44635206,1,"Freitag",7,"September",12382,1e-04,229,57,1370,2,71,122,"D","Major",86,97,80,9,6,21.2623820793431
12384167,2,"Freitag",1,"March",625,1e-04,10,2,13,1e-04,1,98,"F","Major",78,83,75,27,8,19.1019769533361
55713835,1,"Freitag",4,"December",8429,1,85,24,200,1e-04,2,140,"E","Minor",45,25,84,13,6,20.5088538827944
20634012.3333333,3,"Dienstag",10,"January",52898,1e-04,203,1,8215,1e-04,1e-04,116,"F#","Minor",79,87,81,10,4,20.6547895602157
71040155,1,"Freitag",2,"June",3436,1e-04,32,6,46,1e-04,1,124,"D#","Major",86,62,49,35,21,20.0295396688055
1379073.33333333,6,"Freitag",1,"February",918,1e-04,34,39,30,1e-04,1e-04,105,"A","Minor",91,73,72,9,15,18.610037139806
3013781,1,"Dienstag",1,"April",181,1e-04,16,14,7,1e-04,1e-04,118,"G#","Major",68,24,58,6,3,17.8028107060855
74886858,1,"Freitag",9,"June",18778,3,228,105,2453,1e-04,84,108,"E","Major",61,20,38,10,5,21.5282530649845
73566642,1,"Montag",8,"November",22730,5,289,87,2430,1e-04,36,100,"E","Major",61,53,38,28,44,21.4762418978633
50179219,1,"Freitag",1,"May",5542,1e-04,52,16,65,1e-04,206,140,"D#","Minor",81,39,66,12,14,19.5234247818434
17704717,1,"Donnerstag",1,"April",9021,1e-04,242,49,272,21,24,109,"A#","Minor",84,72,74,34,7,20.4001561842018
20271059.6666667,3,"Freitag",1,"May",4627,1e-04,38,13,32,1e-04,1e-04,101,"C#","Minor",78,40,74,17,27,19.2850510627359
83335265,1,"Freitag",1,"May",2229,1e-04,27,44,24,1e-04,5,78,"F","Major",56,61,90,18,31,19.9501194511
83335265,1,"Freitag",1,"May",1112,6,7,30,13,1,1,93,"Keine Angabe","Minor",79,22,55,12,5,19.8491491811182
50179219,1,"Freitag",1,"May",2575,1e-04,4,5,12,1e-04,51,87,"G#","Major",52,32,83,17,43,18.8711085229361
26869162,2,"Freitag",1,"May",3107,1e-04,4,1e-04,22,1e-04,1e-04,153,"A#","Minor",55,50,78,11,35,18.6621291740462
83335265,1,"Freitag",1,"May",1179,1e-04,7,21,11,1e-04,1e-04,142,"Keine Angabe","Major",87,93,59,17,5,19.5620756542546
50179219,1,"Freitag",1,"May",3486,1e-04,20,10,33,1e-04,1e-04,96,"A#","Minor",85,41,43,12,21,18.9728525224426
39268542,2,"Donnerstag",1,"May",2942,1e-04,42,28,43,1e-04,1e-04,125,"Keine Angabe","Major",50,39,78,11,33,19.4200850365239
83335265,1,"Freitag",1,"May",1443,1e-04,9,11,22,1,1e-04,85,"A#","Major",71,43,65,9,5,19.5379521926816
39360679.5,2,"Freitag",1,"May",3028,1e-04,22,1e-04,23,1e-04,1e-04,140,"C#","Minor",92,78,57,14,9,18.6294552897937
48968661,2,"Freitag",1,"May",1796,8,8,25,18,1,1e-04,196,"B","Minor",66,58,79,22,20,19.9885790273448
50179219,1,"Freitag",1,"May",2729,1e-04,3,7,13,1e-04,1,134,"G","Major",78,51,43,14,9,18.6533080143031
43414445.5,2,"Freitag",1,"May",1195,1e-04,8,30,13,1,1,103,"C#","Minor",80,45,62,10,38,19.6563146527254
83335265,1,"Freitag",1,"May",892,3,10,24,11,1e-04,1e-04,130,"C#","Major",82,50,67,13,5,19.6398042072231
25462745,2,"Freitag",1,"May",1635,1e-04,4,1,6,1e-04,1e-04,108,"B","Major",65,52,69,8,36,18.0481035119243
22746452.3333333,3,"Freitag",1,"May",2291,1e-04,9,1e-04,8,1e-04,1e-04,123,"G#","Major",61,66,71,32,46,18.2719126022416
83335265,1,"Freitag",1,"May",1029,28,5,28,9,1e-04,1e-04,152,"B","Major",84,74,69,18,6,19.8150215405078
41667632.5,2,"Freitag",1,"May",1681,7,10,30,13,1e-04,33,108,"D","Major",78,55,60,7,4,19.5824141559742
50179219,1,"Freitag",1,"May",1480,1e-04,1,1e-04,5,1e-04,1e-04,72,"A#","Minor",56,56,47,8,36,17.9384399693251
83335265,1,"Freitag",1,"May",829,1e-04,4,15,10,1e-04,1e-04,121,"F#","Minor",86,67,65,35,7,19.4622257710966
24656227.3333333,3,"Freitag",1,"May",2308,1e-04,7,1e-04,7,1e-04,1e-04,138,"D#","Minor",57,71,82,15,29,18.1571301640909
83335265,1,"Freitag",1,"May",1004,1,8,12,9,1e-04,1e-04,188,"F","Minor",50,41,50,12,6,19.4621308340675
8715680.5,2,"Montag",1,"February",1367,1e-04,48,4,34,1,1e-04,110,"C#","Major",80,26,85,11,21,19.5448066934243
83335265,1,"Freitag",1,"May",1112,3,7,25,12,1e-04,1e-04,105,"G#","Major",81,77,79,47,8,19.4493637943075
83335265,1,"Freitag",1,"May",1209,1e-04,9,7,14,1e-04,1,118,"G#","Major",63,60,70,9,31,19.1737553150842
55346468.5,2,"Freitag",4,"May",9539,15,162,116,355,7,1e-04,176,"D","Major",61,24,62,24,31,20.9889430329755
39056503,1,"Freitag",1,"May",1992,1e-04,35,1e-04,3,1e-04,1e-04,158,"B","Major",83,41,65,11,8,18.8294800540928
83335265,1,"Freitag",1,"May",897,1e-04,6,20,8,1e-04,1e-04,115,"C#","Minor",85,72,58,49,12,19.3213616255833
23254411,1,"Freitag",7,"January",2948,1e-04,10,2,150,1e-04,1e-04,110,"B","Minor",51,48,82,5,3,20.1834634698764
25400013.5,2,"Freitag",1,"May",1860,1e-04,1,1e-04,3,1e-04,1e-04,174,"A","Major",73,26,54,34,32,17.8877360369767
4038799,2,"Freitag",1,"April",802,1e-04,16,81,23,1e-04,1e-04,130,"E","Major",91,91,96,3,9,19.1726117707876
13661482,1,"Freitag",1,"April",2224,8,48,40,87,1,210,78,"A#","Major",36,30,54,14,5,19.7614535929097
50179219,1,"Freitag",1,"May",1103,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,104,"G","Major",44,74,42,9,9,17.5341936144508
20754947,1,"Freitag",1,"May",2265,1e-04,93,12,173,11,3,121,"G","Major",64,80,88,12,6,19.2607722335679
870204,1,"Donnerstag",1,"March",555,1e-04,10,4,4,1e-04,1e-04,105,"D","Major",83,32,82,12,4,17.7994670616619
36433268,1,"Freitag",1,"April",2050,1e-04,52,9,46,1e-04,1,81,"G","Major",38,20,66,9,8,19.3157116262575
50179219,1,"Freitag",1,"May",1493,1e-04,2,1e-04,10,1e-04,1e-04,170,"C#","Minor",37,14,24,11,4,17.5646750703671
50179219,1,"Freitag",1,"May",1545,1e-04,1,1e-04,4,1e-04,1e-04,78,"G","Major",43,60,38,48,38,17.4472424570028
49705972,1,"Freitag",1,"April",2350,1e-04,28,42,23,1e-04,1e-04,125,"G#","Major",88,28,66,13,31,19.3537055922117
50179219,1,"Freitag",1,"May",1929,1e-04,2,1e-04,4,1e-04,1e-04,92,"E","Minor",66,29,65,8,7,17.7971239336747
6613307,1,"Freitag",1,"April",710,4,16,11,18,1e-04,1e-04,140,"B","Minor",84,61,42,9,9,18.8909075795357
27706519.5,2,"Montag",1,"April",928,1e-04,19,1e-04,7,1e-04,1e-04,96,"Keine Angabe","Major",61,32,90,10,9,18.9163717895875
50179219,1,"Freitag",1,"May",1194,1e-04,1e-04,1e-04,3,1e-04,1e-04,118,"F","Minor",66,83,43,19,19,17.4289004398006
4022431.5,2,"Sonntag",1,"February",349,6,10,22,3,1e-04,1e-04,92,"B","Minor",71,67,60,6,4,19.4653640995657
25142341.5,2,"Freitag",1,"May",1890,1e-04,3,1e-04,2,1e-04,1e-04,140,"G#","Minor",49,50,37,11,35,17.3235110342667
23546463.5,2,"Freitag",1,"April",1308,2,23,16,9,1e-04,5,174,"C#","Major",68,45,71,11,25,19.033823855259
12841074,2,"Mittwoch",1,"January",4531,1e-04,135,74,119,1,18,127,"A#","Major",77,53,78,29,4,19.5225646782799
333,2,"Freitag",1,"May",1657,1e-04,15,3,3,1e-04,1e-04,96,"B","Major",71,37,52,11,36,18.6119444337698
48409540.5,2,"Freitag",1,"April",1351,1e-04,26,1,17,1e-04,1e-04,150,"G#","Minor",82,82,66,11,6,18.4875884563386
2817453,1,"Mittwoch",1,"April",608,1e-04,5,29,14,1e-04,1e-04,100,"F#","Major",87,46,60,13,16,18.7354645126258
2328722,1,"Freitag",2,"December",1211,1e-04,31,1e-04,19,1e-04,2,105,"C#","Minor",73,59,81,9,6,18.000912786008
9693140,1,"Montag",1,"May",629,1e-04,18,75,9,1e-04,1e-04,104,"G","Major",86,43,62,13,14,19.251404227944
2859357,1,"Mittwoch",1,"March",1301,1e-04,23,1,15,1e-04,1e-04,154,"G#","Major",54,45,79,17,5,19.0388396288337
1491246,1,"Dienstag",1,"February",1329,1e-04,42,51,32,1e-04,1e-04,80,"B","Major",47,33,83,10,5,17.8170560083437
4425838.5,2,"Sonntag",1,"April",343,2,4,35,11,1,1,150,"D#","Major",53,14,43,13,3,19.2985634071083
15047316,1,"Dienstag",25,"March",13101,9,137,5,582,1e-04,1e-04,156,"B","Minor",32,49,72,9,4,20.9739798912612
50179219,1,"Sonntag",1,"May",2939,1e-04,29,1e-04,30,1e-04,1e-04,98,"G#","Minor",76,79,81,6,34,18.0841350406325
7323379,1,"Donnerstag",4,"November",407,1,5,1e-04,5,1e-04,1e-04,92,"G","Major",58,27,36,9,3,19.3163274956522
107146882,1,"Freitag",1,"May",1492,1e-04,26,2,15,1e-04,2,144,"E","Major",47,7,50,7,4,18.6996144734989
6604320,1,"Freitag",6,"October",2264,1e-04,11,6,25,1e-04,1,150,"E","Major",37,27,56,13,3,19.034279248535
8653469,1,"Montag",2,"August",801,1e-04,42,9,24,1,1,138,"D#","Major",70,31,44,9,39,19.0349277210156
30422141,1,"Freitag",1,"June",829,1e-04,32,110,26,1e-04,1e-04,172,"C#","Major",56,68,89,33,19,19.5259595651636
30422141,1,"Freitag",1,"June",736,1e-04,5,132,17,1e-04,3,77,"G#","Major",72,70,82,4,17,19.6172698023963
55713835,1,"Freitag",1,"May",4449,1,80,11,66,1e-04,1,107,"B","Major",72,36,72,11,4,19.6288454659019
55713835,1,"Freitag",1,"May",3218,3,29,10,79,1e-04,1e-04,114,"D","Major",51,39,29,10,4,19.7187296705832
30422141,1,"Freitag",1,"June",327,1e-04,5,40,12,1e-04,1e-04,117,"D","Major",63,29,51,25,4,18.5564898144482
55713835,1,"Freitag",1,"May",2775,1e-04,21,11,40,1e-04,1e-04,146,"Keine Angabe","Major",69,63,45,18,4,19.4882604786735
71040155,1,"Freitag",1,"May",4576,1e-04,79,13,93,1e-04,17,160,"G#","Minor",80,74,60,14,26,19.9214210945339
21292106.25,4,"Freitag",1,"June",2313,1e-04,34,1e-04,29,1e-04,1e-04,120,"G","Major",88,15,56,8,6,18.7331274068919
51857680.6666667,3,"Freitag",1,"May",3983,1e-04,73,45,119,1e-04,1e-04,100,"B","Minor",82,76,70,8,5,19.0658189413915
30422141,1,"Freitag",1,"June",279,1e-04,1e-04,18,6,1e-04,1e-04,158,"G#","Minor",60,68,84,24,11,18.1861636332255
55713835,1,"Freitag",1,"May",2302,1e-04,20,3,39,1e-04,1e-04,142,"D#","Major",56,40,54,10,4,19.4256952271993
21631419.75,4,"Freitag",1,"May",3559,3,36,1,31,1e-04,1,170,"A","Minor",80,77,85,17,14,19.6240928160974
47033568.5,2,"Freitag",1,"May",2129,1e-04,23,1,44,1,1e-04,84,"F","Minor",71,39,86,51,25,19.0880109971169
55713835,1,"Freitag",1,"May",3291,5,43,28,79,1e-04,208,139,"Keine Angabe","Major",58,30,46,9,3,19.5568533713198
1576545,1,"Freitag",41,"January",5328,1e-04,54,76,900,1e-04,1e-04,151,"G","Major",73,88,67,32,5,19.0932092837677
22989753.5,2,"Mittwoch",1,"June",1401,1e-04,26,16,17,1e-04,1,128,"C#","Minor",82,42,75,63,6,19.3310010442172
55713835,1,"Freitag",1,"May",1933,1e-04,13,2,31,1e-04,1e-04,118,"G","Major",56,20,54,6,5,19.269425826608
55713835,1,"Freitag",1,"May",1986,1e-04,7,1,15,1e-04,1e-04,183,"F","Major",65,88,72,20,3,19.1117652185964
